time,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxiskurtosis,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/temperature,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxispeakvelocity,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/zaxiskurtosis,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxisrmsvelocity,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/zaxisrmsacceleration,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/zaxispeakvelocity,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxishighfrequencyrmsacceleration,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxispeakacceleration,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxisrmsacceleration,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxisacceleration,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/zaxishighfrequencyrmsacceleration,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/zaxispeakacceleration,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/zaxisacceleration,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/zaxiscrestfactor,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/zaxisspeed,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxiscrestfactor,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxisspeed,histprov:IgnitionHistorian:/drv:ignition boucherville:default:/tag:motors/motor1/xaxispeakvelocityinchsec
 1706919689353,3.183000087738037,26.280000686645508,0.3479999899864197,3.240000009536743,0.2460000067949295,0.00883508916755018,0.1080000028014183,0.010786466626929917,0.03799999877810478,0.008310293782984502,0.010786466626929917,0.012359400083673183,0.054999999701976776,0.012359400083673183,5.431000232696533,0.07599999755620956,4.966000080108643,0.2460000067949295,0.005740357848386149
 1706919689353,2.7980000972747803,25.920000076293945,0.1120000034570694,2.799999952316284,0.07900000363588333,0.00883508916755018,0.3089999854564667,0.010786466626929917,0.03799999877810478,0.008310293782984502,0.010786466626929917,0.012359400083673183,0.035999998450279236,0.012359400083673183,3.3389999866485596,0.21799999475479126,3.3299999237060547,0.07900000363588333,0.005740357848386149
 1706921993353,3.7799999713897705,25.989999771118164,0.382999986410141,3.2260000705718994,0.27000001072883606,0.009059875233313102,0.11500000208616257,0.010882803531482752,0.03700000047683716,0.008470864226384926,0.010882803531482752,0.012648410767424782,0.040746083063845966,0.012648410767424782,3.321000099182129,0.08100000023841858,8.20300006866455,0.27000001072883606,0.005720802730324519
 1706921993353,2.813999891281128,25.6299991607666,0.11500000208616257,2.805000066757202,0.08100000023841858,0.009059875233313102,0.3160000145435333,0.010882803531482752,0.08399999886751175,0.008470864226384926,0.010882803531482752,0.012648410767424782,0.040746083063845966,0.012648410767424782,5.020999908447266,0.22300000488758087,3.388000011444092,0.08100000023841858,0.005720802730324519
 1706924297353,5.570000171661377,25.68000030517578,0.34299999475479126,2.822999954223633,0.24300000071525574,0.009284661299076024,0.3149999976158142,0.010979140436035586,0.11500000208616257,0.008631434669785353,0.010979140436035586,0.01293742145117638,0.03992483105372142,0.01293742145117638,5.1570000648498535,0.08500000089406967,3.3489999771118164,0.24300000071525574,0.00570124761226289
 1706924297353,2.822999954223633,25.479999542236328,0.12200000137090683,3.236999988555908,0.0860000029206276,0.009284661299076024,0.11999999731779099,0.010979140436035586,0.035999998450279236,0.008631434669785353,0.010979140436035586,0.01293742145117638,0.03992483105372142,0.01293742145117638,3.2950000762939453,0.22200000286102295,10.855999946594238,0.0860000029206276,0.00570124761226289
 1706926601353,2.8289999961853027,25.559999465942383,0.11100000143051147,2.8239998817443848,0.07900000363588333,0.009509447364838945,0.11999999731779099,0.011075477340588422,0.03700000047683716,0.008792005113185777,0.011075477340588422,0.013226432134927978,0.03910357904359686,0.013226432134927978,3.3970000743865967,0.08500000089406967,4.86899995803833,0.07900000363588333,0.00568169249420126
 1706926601353,3.2720000743865967,25.34000015258789,0.4020000100135803,3.197999954223633,0.2840000092983246,0.009509447364838945,0.28999999165534973,0.011075477340588422,0.04399999976158142,0.008792005113185777,0.011075477340588422,0.013226432134927978,0.03910357904359686,0.013226432134927978,5.372000217437744,0.20499999821186066,3.365000009536743,0.2840000092983246,0.00568169249420126
 1706928905353,3.194999933242798,25.43000030517578,0.4180000126361847,2.8510000705718994,0.29499998688697815,0.009734233430601867,0.29499998688697815,0.011171814245141257,0.03909365737600401,0.008952575556586203,0.011171814245141257,0.013515442818679576,0.03828232703347231,0.013515442818679576,3.374000072479248,0.20800000429153442,3.3369998931884766,0.29499998688697815,0.005662137376139631
 1706928905353,2.7980000972747803,25.25,0.12399999797344208,3.25600004196167,0.08799999952316284,0.009734233430601867,0.11599999666213989,0.011171814245141257,0.03909365737600401,0.008952575556586203,0.011171814245141257,0.013515442818679576,0.03828232703347231,0.013515442818679576,5.064000129699707,0.0820000022649765,5.184000015258789,0.08799999952316284,0.005662137376139631
 1706931209353,2.812000036239624,25.299999237060547,0.11699999868869781,3.203000068664551,0.08299999684095383,0.009959019496364789,0.0989999994635582,0.011268151149694091,0.03799999877810478,0.009113145999986628,0.011268151149694091,0.013804453502431174,0.037461075023347765,0.013804453502431174,3.3540000915527344,0.07000000029802322,3.3329999446868896,0.08299999684095383,0.005642582258078001
 1706931209353,3.24399995803833,25.139999389648438,0.3569999933242798,2.825000047683716,0.25200000405311584,0.009959019496364789,0.32100000977516174,0.011268151149694091,0.04600000008940697,0.009113145999986628,0.011268151149694091,0.013804453502431174,0.037461075023347765,0.013804453502431174,5.258999824523926,0.22699999809265137,5.329999923706055,0.25200000405311584,0.005642582258078001
 1706933513353,3.2330000400543213,25.209999084472656,0.11900000274181366,2.825000047683716,0.08399999886751175,0.010183805562127711,0.3109999895095825,0.011364488054246927,0.0430000014603138,0.009273716443387052,0.011364488054246927,0.014093464186182774,0.03700000047683716,0.014093464186182774,3.3469998836517334,0.2199999988079071,5.4079999923706055,0.08399999886751175,0.005623027140016371
 1706933513353,2.815999984741211,25.049999237060547,0.46299999952316284,3.2190001010894775,0.3269999921321869,0.010183805562127711,0.0989999994635582,0.011364488054246927,0.04100000113248825,0.009273716443387052,0.011364488054246927,0.014093464186182774,0.04100000113248825,0.014093464186182774,5.209000110626221,0.07000000029802322,3.4049999713897705,0.3269999921321869,0.005623027140016371
 1706935817353,3.190999984741211,25.100000381469727,0.10599999874830246,2.828000068664551,0.07500000298023224,0.010408591627890634,0.29100000858306885,0.011460824958799761,0.03700000047683716,0.009434286886787479,0.011460824958799761,0.01438247486993437,0.03700000047683716,0.01438247486993437,3.2100000381469727,0.20600000023841858,5.254000186920166,0.07500000298023224,0.005603472021954742
 1706935817353,2.816999912261963,24.940000534057617,0.38499999046325684,3.2100000381469727,0.2720000147819519,0.010408591627890634,0.11999999731779099,0.011460824958799761,0.03700000047683716,0.009434286886787479,0.011460824958799761,0.01438247486993437,0.04100000113248825,0.01438247486993437,5.3460001945495605,0.08399999886751175,3.2660000324249268,0.2720000147819519,0.005603472021954742
 1706938121353,3.2300000190734863,25.030000686645508,0.11999999731779099,3.2079999446868896,0.08500000089406967,0.010633377693653554,0.10100000351667404,0.011557161863352596,0.05700000002980232,0.009594857330187903,0.011557161863352596,0.01467148555368597,0.03989661741624454,0.01467148555368597,4.914999961853027,0.07199999690055847,3.2049999237060547,0.08500000089406967,0.005583916903893112
