"t_stamp","boucherville/deck shop/line 51/standard/status"
"2024-03-21 19:52:23.992","7"
"2024-03-21 19:52:30.006","2"
"2024-03-21 20:00:05.997","6"
"2024-03-21 20:01:46.217","7"
"2024-03-21 20:01:55.236","2"
"2024-03-21 20:07:13.377","6"
"2024-03-21 20:08:53.070","7"
"2024-03-21 20:09:02.091","2"
"2024-03-21 20:10:15.225","6"
"2024-03-21 20:11:54.960","7"
"2024-03-21 20:12:04.976","2"
"2024-03-21 20:14:12.268","6"
"2024-03-21 20:15:52.036","7"
"2024-03-21 20:15:57.052","2"
"2024-03-21 20:17:36.324","3"
"2024-03-21 20:17:37.326","6"
"2024-03-21 20:19:23.160","7"
"2024-03-21 20:19:26.170","2"
"2024-03-21 20:22:02.000","6"
"2024-03-21 20:23:48.202","7"
"2024-03-21 20:23:49.204","2"
"2024-03-21 20:24:36.298","3"
"2024-03-21 20:24:37.303","6"
"2024-03-21 20:28:04.219","7"
"2024-03-21 20:28:13.236","2"
"2024-03-21 20:30:30.127","3"
"2024-03-21 20:30:31.129","6"
"2024-03-21 20:33:48.167","7"
"2024-03-21 20:33:57.183","2"
"2024-03-21 20:34:38.264","6"
"2024-03-21 20:36:07.939","7"
"2024-03-21 20:36:16.955","2"
"2024-03-21 20:38:33.258","6"
"2024-03-21 20:41:55.379","7"
"2024-03-21 20:42:02.396","2"
"2024-03-21 20:47:00.038","6"
"2024-03-21 20:50:13.440","7"
"2024-03-21 20:50:21.956","2"
"2024-03-21 20:51:03.047","6"
"2024-03-21 20:52:30.225","7"
"2024-03-21 20:52:40.248","2"
"2024-03-21 20:53:43.375","6"
"2024-03-21 20:57:05.341","7"
"2024-03-21 20:57:15.375","2"
"2024-03-21 21:19:10.981","3"
"2024-03-21 21:19:13.487","6"
"2024-03-21 21:28:21.321","2"
"2024-03-21 21:29:06.997","6"
"2024-03-21 21:29:26.031","2"
"2024-03-21 21:42:19.281","3"
"2024-03-21 21:42:26.293","6"
"2024-03-21 21:42:30.312","2"
"2024-03-21 21:42:35.319","6"
"2024-03-21 21:43:00.374","7"
"2024-03-21 21:43:09.390","2"
"2024-03-21 21:43:41.462","6"
"2024-03-21 21:44:01.519","7"
"2024-03-21 21:44:06.029","2"
"2024-03-21 21:44:11.041","3"
"2024-03-21 21:44:14.044","2"
"2024-03-21 21:44:56.206","3"
"2024-03-21 21:44:58.209","6"
"2024-03-21 21:46:19.369","7"
"2024-03-21 21:46:27.386","2"
"2024-03-21 21:46:55.473","6"
"2024-03-21 21:50:16.439","7"
"2024-03-21 21:50:25.451","2"
"2024-03-21 21:51:21.110","6"
"2024-03-21 21:54:32.141","7"
"2024-03-21 21:54:42.164","2"
"2024-03-21 21:55:17.231","6"
"2024-03-21 21:56:44.407","7"
"2024-03-21 21:56:53.426","2"
