"t_stamp","boucherville/deck shop/line 51/standard/status"
"2024-03-23 17:46:47.518","2.0"
"2024-03-23 17:48:47.518","2.0"
"2024-03-23 17:50:47.518","2.0"
"2024-03-23 17:52:47.518","2.0"
"2024-03-23 17:54:47.518","2.0"
"2024-03-23 17:56:47.518","2.0"
"2024-03-23 17:58:47.518","2.0"
"2024-03-23 18:00:47.518","2.0"
"2024-03-23 18:02:47.518","2.0"
"2024-03-23 18:04:47.518","2.0"
"2024-03-23 18:06:47.518","2.0"
"2024-03-23 18:08:47.518","2.0"
"2024-03-23 18:10:47.518","2.0"
"2024-03-23 18:12:47.518","2.0"
"2024-03-23 18:14:47.518","2.0"
"2024-03-23 18:16:47.518","2.0"
"2024-03-23 18:18:47.518","2.0"
"2024-03-23 18:20:47.518","2.0"
"2024-03-23 18:22:47.518","2.0"
"2024-03-23 18:24:47.518","2.0"
"2024-03-23 18:26:47.518","2.0"
"2024-03-23 18:28:47.518","2.0"
"2024-03-23 18:30:47.518","2.0"
"2024-03-23 18:32:47.518","2.0"
"2024-03-23 18:34:47.518","2.0"
"2024-03-23 18:36:47.518","2.0"
"2024-03-23 18:38:47.518","2.0"
"2024-03-23 18:40:47.518","2.0"
"2024-03-23 18:42:47.518","2.0"
"2024-03-23 18:44:47.518","2.0"
"2024-03-23 18:46:47.518","2.0"
"2024-03-23 18:48:47.518","2.0"
"2024-03-23 18:50:47.518","2.0"
"2024-03-23 18:52:47.518","2.0"
"2024-03-23 18:54:47.518","2.0"
"2024-03-23 18:56:47.518","2.0"
"2024-03-23 18:58:47.518","2.0"
"2024-03-23 19:00:47.518","2.0"
"2024-03-23 19:02:47.518","2.0"
"2024-03-23 19:04:47.518","2.0"
"2024-03-23 19:06:47.518","2.0"
"2024-03-23 19:08:47.518","2.0"
"2024-03-23 19:10:47.518","2.0"
"2024-03-23 19:12:47.518","2.0"
"2024-03-23 19:14:47.518","2.0"
"2024-03-23 19:16:47.518","2.0"
"2024-03-23 19:18:47.518","2.0"
"2024-03-23 19:20:47.518","2.0"
"2024-03-23 19:22:47.518","2.0"
"2024-03-23 19:24:47.518","2.0"
"2024-03-23 19:26:47.518","2.0"
"2024-03-23 19:28:47.518","2.0"
"2024-03-23 19:30:47.518","2.0"
"2024-03-23 19:32:47.518","2.0"
"2024-03-23 19:34:47.518","2.0"
"2024-03-23 19:36:47.518","2.0"
"2024-03-23 19:38:47.518","2.0"
"2024-03-23 19:40:47.518","2.0"
"2024-03-23 19:42:47.518","2.0"
"2024-03-23 19:44:47.518","2.0"
"2024-03-23 19:46:47.518","2.0"
"2024-03-23 19:48:47.518","2.0"
"2024-03-23 19:50:47.518","2.0"
"2024-03-23 19:52:47.518","2.0"
"2024-03-23 19:54:47.518","2.0"
"2024-03-23 19:56:47.518","2.0"
"2024-03-23 19:58:47.518","2.0"
"2024-03-23 20:00:47.518","2.0"
"2024-03-23 20:02:47.518","2.0"
"2024-03-23 20:04:47.518","2.0"
"2024-03-23 20:06:47.518","2.0"
"2024-03-23 20:08:47.518","2.0"
"2024-03-23 20:10:47.518","2.0"
"2024-03-23 20:12:47.518","2.0"
"2024-03-23 20:14:47.518","2.0"
"2024-03-23 20:16:47.518","2.0"
"2024-03-23 20:18:47.518","2.0"
"2024-03-23 20:20:47.518","2.0"
"2024-03-23 20:22:47.518","2.0"
"2024-03-23 20:24:47.518","2.0"
"2024-03-23 20:26:47.518","2.0"
"2024-03-23 20:28:47.518","2.0"
"2024-03-23 20:30:47.518","2.0"
"2024-03-23 20:32:47.518","2.0"
"2024-03-23 20:34:47.518","2.0"
"2024-03-23 20:36:47.518","2.0"
"2024-03-23 20:38:47.518","2.0"
"2024-03-23 20:40:47.518","2.0"
"2024-03-23 20:42:47.518","2.0"
"2024-03-23 20:44:47.518","2.0"
"2024-03-23 20:46:47.518","2.0"
"2024-03-23 20:48:47.518","2.0"
"2024-03-23 20:50:47.518","2.0"
"2024-03-23 20:52:47.518","2.0"
"2024-03-23 20:54:47.518","2.0"
"2024-03-23 20:56:47.518","2.0"
"2024-03-23 20:58:47.518","2.0"
"2024-03-23 21:00:47.518","2.0"
"2024-03-23 21:02:47.518","2.0"
"2024-03-23 21:04:47.518","2.0"
"2024-03-23 21:06:47.518","2.0"
"2024-03-23 21:08:47.518","2.0"
"2024-03-23 21:10:47.518","2.0"
"2024-03-23 21:12:47.518","2.0"
"2024-03-23 21:14:47.518","2.0"
"2024-03-23 21:16:47.518","2.0"
"2024-03-23 21:18:47.518","2.0"
"2024-03-23 21:20:47.518","2.0"
"2024-03-23 21:22:47.518","2.0"
"2024-03-23 21:24:47.518","2.0"
"2024-03-23 21:26:47.518","2.0"
"2024-03-23 21:28:47.518","2.0"
"2024-03-23 21:30:47.518","2.0"
"2024-03-23 21:32:47.518","2.0"
"2024-03-23 21:34:47.518","2.0"
"2024-03-23 21:36:47.518","2.0"
"2024-03-23 21:38:47.518","2.0"
"2024-03-23 21:40:47.518","2.0"
"2024-03-23 21:42:47.518","2.0"
"2024-03-23 21:44:47.518","2.0"
"2024-03-23 21:46:47.518","2.0"
"2024-03-23 21:48:47.518","2.0"
"2024-03-23 21:50:47.518","2.0"
"2024-03-23 21:52:47.518","2.0"
"2024-03-23 21:54:47.518","2.0"
"2024-03-23 21:56:47.518","2.0"
"2024-03-23 21:58:47.518","2.0"
"2024-03-23 22:00:47.518","2.0"
"2024-03-23 22:02:47.518","2.0"
"2024-03-23 22:04:47.518","2.0"
"2024-03-23 22:06:47.518","2.0"
"2024-03-23 22:08:47.518","2.0"
"2024-03-23 22:10:47.518","2.0"
"2024-03-23 22:12:47.518","2.0"
"2024-03-23 22:14:47.518","2.0"
"2024-03-23 22:16:47.518","2.0"
"2024-03-23 22:18:47.518","2.0"
"2024-03-23 22:20:47.518","2.0"
"2024-03-23 22:22:47.518","2.0"
"2024-03-23 22:24:47.518","2.0"
"2024-03-23 22:26:47.518","2.0"
"2024-03-23 22:28:47.518","2.0"
"2024-03-23 22:30:47.518","2.0"
"2024-03-23 22:32:47.518","2.0"
"2024-03-23 22:34:47.518","2.0"
"2024-03-23 22:36:47.518","2.0"
"2024-03-23 22:38:47.518","2.0"
"2024-03-23 22:40:47.518","2.0"
"2024-03-23 22:42:47.518","2.0"
"2024-03-23 22:44:47.518","2.0"
"2024-03-23 22:46:47.518","2.0"
"2024-03-23 22:48:47.518","2.0"
"2024-03-23 22:50:47.518","2.0"
"2024-03-23 22:52:47.518","2.0"
"2024-03-23 22:54:47.518","2.0"
"2024-03-23 22:56:47.518","2.0"
"2024-03-23 22:58:47.518","2.0"
"2024-03-23 23:00:47.518","2.0"
"2024-03-23 23:02:47.518","2.0"
"2024-03-23 23:04:47.518","2.0"
"2024-03-23 23:06:47.518","2.0"
"2024-03-23 23:08:47.518","2.0"
"2024-03-23 23:10:47.518","2.0"
"2024-03-23 23:12:47.518","2.0"
"2024-03-23 23:14:47.518","2.0"
"2024-03-23 23:16:47.518","2.0"
"2024-03-23 23:18:47.518","2.0"
"2024-03-23 23:20:47.518","2.0"
"2024-03-23 23:22:47.518","2.0"
"2024-03-23 23:24:47.518","2.0"
"2024-03-23 23:26:47.518","2.0"
"2024-03-23 23:28:47.518","2.0"
"2024-03-23 23:30:47.518","2.0"
"2024-03-23 23:32:47.518","2.0"
"2024-03-23 23:34:47.518","2.0"
"2024-03-23 23:36:47.518","2.0"
"2024-03-23 23:38:47.518","2.0"
"2024-03-23 23:40:47.518","2.0"
"2024-03-23 23:42:47.518","2.0"
"2024-03-23 23:44:47.518","2.0"
"2024-03-23 23:46:47.518","2.0"
"2024-03-23 23:48:47.518","2.0"
"2024-03-23 23:50:47.518","2.0"
"2024-03-23 23:52:47.518","2.0"
"2024-03-23 23:54:47.518","2.0"
"2024-03-23 23:56:47.518","2.0"
"2024-03-23 23:58:47.518","2.0"
"2024-03-24 00:00:47.518","2.0"
"2024-03-24 00:02:47.518","2.0"
"2024-03-24 00:04:47.518","2.0"
"2024-03-24 00:06:47.518","2.0"
"2024-03-24 00:08:47.518","2.0"
"2024-03-24 00:10:47.518","2.0"
